age,nbHomme,nbFemme,tot,proba
0,35269,33835,69104,0.0115100148822041
1,37577,35477,73054,0.0121679298912442
2,38353,37021,75374,0.0125543508585791
3,39396,38031,77427,0.0128963001025182
4,40015,38082,78097,0.0130078958129123
5,40794,39064,79858,0.0133012093144109
6,41398,39818,81216,0.0135273988289113
7,41219,38991,80210,0.0133598387025583
8,41870,39533,81403,0.0135585456913646
9,41013,39593,80606,0.0134257967642241
10,41332,39868,81200,0.0135247338567228
11,40507,38729,79236,0.0131976085205823
12,40453,39155,79608,0.0132595691239653
13,40414,38729,79143,0.0131821183697366
14,41156,39121,80277,0.0133709982735977
15,41949,39683,81632,0.0135966881058127
16,42160,39859,82019,0.0136611471206225
17,40429,37874,78303,0.0130422073298394
18,40587,38033,78620,0.0130950070913244
19,38515,37117,75632,0.0125973235351189
20,38834,36841,75675,0.0126044856478756
21,37653,36009,73662,0.0122691988344078
22,35483,34112,69595,0.0115917962162392
23,34877,34061,68938,0.0114823657957482
24,35531,34913,70444,0.0117332063029923
25,35396,35129,70525,0.0117466977246967
26,35225,35052,70277,0.0117053906557747
27,35575,35959,71534,0.0119147575333351
28,36398,36452,72850,0.0121339514958406
29,36185,37987,74172,0.0123541448229168
30,37855,39427,77282,0.0128721487920597
31,36858,38114,74972,0.0124873934323426
32,36213,37629,73842,0.0122991797715286
33,35917,36945,72862,0.0121359502249819
34,38597,39470,78067,0.0130028989900588
35,39166,40351,79517,0.0132444120946432
36,39114,39397,78511,0.0130768519682902
37,36837,37775,74612,0.012427431558101
38,35679,37001,72680,0.0121056361663376
39,36239,36463,72702,0.0121093005030968
40,35119,36236,71355,0.011884943156976
41,36907,37328,74235,0.012364638150909
42,39021,39608,78629,0.0130965061381805
43,40766,41262,82028,0.0136626461674785
44,41286,41106,82392,0.0137232742847673
45,41110,41456,82566,0.0137522558573174
46,39839,39627,79466,0.0132359174957923
47,39154,39259,78413,0.0130605290136355
48,38612,38745,77357,0.0128846408491934
49,38373,38672,77045,0.0128326738915173
50,38740,39847,78587,0.0130895105861856
51,38990,40007,78997,0.0131578004985164
52,39609,40519,80128,0.0133461807200921
53,39194,40343,79537,0.0132477433098788
54,38224,39021,77245,0.0128659860438738
55,38222,39505,77727,0.0129462683310528
56,37518,38656,76174,0.0126875994680049
57,37410,39329,76739,0.0127817062984119
58,36518,39155,75673,0.012604152526352
59,35977,38755,74732,0.0124474188495149
60,35309,39088,74397,0.0123916209943178
61,34713,38457,73170,0.0121872509396109
62,35311,38231,73542,0.0122492115429939
63,33137,36999,70136,0.0116819055883634
64,33730,37697,71427,0.0118969355318243
65,32984,37096,70080,0.0116725781857036
66,33725,37458,71183,0.0118562947059495
67,32536,36861,69397,0.0115588171854063
68,31623,36299,67922,0.0113131400617774
69,30402,35053,65455,0.0109022346624605
70,29281,33834,63115,0.0105124824798899
71,19709,23635,43344,0.00721940965869202
72,18470,22335,40805,0.00679651188452676
73,16955,20934,37889,0.00631082070316957
74,15122,18878,34000,0.0056630659005982
75,11893,15280,27173,0.00452595557991044
76,14289,19320,33609,0.00559794064274132
77,15119,21194,36313,0.00604832094260066
78,14090,20373,34463,0.00574018353330341
79,13364,20396,33760,0.00562309131777045
80,12368,20036,32404,0.00539723492479365
81,11374,19331,30705,0.00511424819052552
82,11303,19456,30759,0.00512324247166177
83,9769,18174,27943,0.00465420736648281
84,9665,18133,27798,0.00463005605602438
85,8688,17487,26175,0.0043597279396517
86,7637,16227,23864,0.00397480601917281
87,6293,13351,19644,0.0032719196044515
88,5395,12259,17654,0.00294046368850473
89,4350,11090,15440,0.00257169816191871
90,3475,9665,13140,0.00218860840981942
91,2852,8105,10957,0.00182500626684866
92,2192,6716,8908,0.00148372326595673
93,1617,5496,7113,0.0011847466985575
94,1121,4306,5427,0.000903925254192543
95,901,3505,4406,0.000733866716412814
96,658,2513,3171,0.000528164175611674
97,223,1067,1290,0.000214863382699167
98,125,588,713,0.00011875782315078
99,182,1179,1361,0.00022668919678571
